path,status,category,bytes,reason,restore_when
00_ドキュメント分類一覧.md,review,未分類,5816,レビュー/差分確認用。正本化されていないため除外,個別機能の詳細が必要になったとき
02_v2統合分割仕様/実装仕様_v2_00_目次.md,review-archive,v2分割仕様,1445,履歴/旧仕様/確認用。正本ではないため除外,正本との齟齬確認、または章分割形式で実装章を再編するとき
02_v2統合分割仕様/実装仕様_v2_01_スコープ責務.md,review-archive,v2分割仕様,436,履歴/旧仕様/確認用。正本ではないため除外,正本との齟齬確認、または章分割形式で実装章を再編するとき
02_v2統合分割仕様/実装仕様_v2_02_ルーティング.md,review-archive,v2分割仕様,642,履歴/旧仕様/確認用。正本ではないため除外,正本との齟齬確認、または章分割形式で実装章を再編するとき
02_v2統合分割仕様/実装仕様_v2_03_ループ再ルート.md,review-archive,v2分割仕様,574,履歴/旧仕様/確認用。正本ではないため除外,正本との齟齬確認、または章分割形式で実装章を再編するとき
02_v2統合分割仕様/実装仕様_v2_04_IO契約.md,review-archive,v2分割仕様,589,履歴/旧仕様/確認用。正本ではないため除外,正本との齟齬確認、または章分割形式で実装章を再編するとき
02_v2統合分割仕様/実装仕様_v2_05_ワーカー.md,review-archive,v2分割仕様,676,履歴/旧仕様/確認用。正本ではないため除外,正本との齟齬確認、または章分割形式で実装章を再編するとき
02_v2統合分割仕様/実装仕様_v2_06_セキュリティ.md,review-archive,v2分割仕様,464,履歴/旧仕様/確認用。正本ではないため除外,正本との齟齬確認、または章分割形式で実装章を再編するとき
02_v2統合分割仕様/実装仕様_v2_07_ログ.md,review-archive,v2分割仕様,608,履歴/旧仕様/確認用。正本ではないため除外,正本との齟齬確認、または章分割形式で実装章を再編するとき
02_v2統合分割仕様/実装仕様_v2_08_Prompt宣言.md,review-archive,v2分割仕様,464,履歴/旧仕様/確認用。正本ではないため除外,正本との齟齬確認、または章分割形式で実装章を再編するとき
02_v2統合分割仕様/実装仕様_v2_09_状態管理.md,review-archive,v2分割仕様,468,履歴/旧仕様/確認用。正本ではないため除外,正本との齟齬確認、または章分割形式で実装章を再編するとき
02_v2統合分割仕様/実装仕様_v2_10_設定閾値.md,review-archive,v2分割仕様,488,履歴/旧仕様/確認用。正本ではないため除外,正本との齟齬確認、または章分割形式で実装章を再編するとき
02_v2統合分割仕様/実装仕様_v2_11_テスト.md,review-archive,v2分割仕様,488,履歴/旧仕様/確認用。正本ではないため除外,正本との齟齬確認、または章分割形式で実装章を再編するとき
02_v2統合分割仕様/実装仕様_v2_12_既存分割との関係.md,review-archive,v2分割仕様,485,履歴/旧仕様/確認用。正本ではないため除外,正本との齟齬確認、または章分割形式で実装章を再編するとき
02_v2統合分割仕様/実装仕様_v2_統合版.md,review-archive,v2分割仕様,6978,履歴/旧仕様/確認用。正本ではないため除外,正本との齟齬確認、または章分割形式で実装章を再編するとき
02_v2統合分割仕様/実装仕様_章再編案_v2.md,review-archive,v2分割仕様,3379,履歴/旧仕様/確認用。正本ではないため除外,正本との齟齬確認、または章分割形式で実装章を再編するとき
03_旧分割仕様アーカイブ/実装仕様_01.md,archive,旧仕様,7747,履歴/旧仕様/確認用。正本ではないため除外,過去判断の監査が必要なときのみ。正本としては戻さない
03_旧分割仕様アーカイブ/実装仕様_02.md,archive,旧仕様,7156,履歴/旧仕様/確認用。正本ではないため除外,過去判断の監査が必要なときのみ。正本としては戻さない
03_旧分割仕様アーカイブ/実装仕様_03.md,archive,旧仕様,17022,履歴/旧仕様/確認用。正本ではないため除外,過去判断の監査が必要なときのみ。正本としては戻さない
03_旧分割仕様アーカイブ/実装仕様_04.md,archive,旧仕様,7765,履歴/旧仕様/確認用。正本ではないため除外,過去判断の監査が必要なときのみ。正本としては戻さない
03_旧分割仕様アーカイブ/実装仕様_05.md,archive,旧仕様,6826,履歴/旧仕様/確認用。正本ではないため除外,過去判断の監査が必要なときのみ。正本としては戻さない
03_旧分割仕様アーカイブ/実装仕様_06.md,archive,旧仕様,5640,履歴/旧仕様/確認用。正本ではないため除外,過去判断の監査が必要なときのみ。正本としては戻さない
03_旧分割仕様アーカイブ/実装仕様_07.md,archive,旧仕様,4015,履歴/旧仕様/確認用。正本ではないため除外,過去判断の監査が必要なときのみ。正本としては戻さない
03_旧分割仕様アーカイブ/実装仕様_アーカイブ一覧.md,archive,旧仕様,1167,履歴/旧仕様/確認用。正本ではないため除外,過去判断の監査が必要なときのみ。正本としては戻さない
04_監査差分分析/仕様_実装仕様_対応表.md,reference,監査/差分,11116,参照資料。通常の理解・構築判断では入口にしない,仕様と実装の対応表/差分を監査するとき
04_監査差分分析/仕様_実装仕様_差分メモ.md,reference,監査/差分,4967,参照資料。通常の理解・構築判断では入口にしない,仕様と実装の対応表/差分を監査するとき
05_LLM運用プロンプト設計/API利用者ガイド.md,support-active,LLM/プロンプト/ペルソナ,9021,補助的な現行資料。対応機能を触る時だけ戻す,LLM/provider/prompt資産の具体設定を更新するとき
05_LLM運用プロンプト設計/CHAT_PERSONA設計.md,support-active,LLM/プロンプト/ペルソナ,7831,補助的な現行資料。対応機能を触る時だけ戻す,LLM/provider/prompt資産の具体設定を更新するとき
05_LLM運用プロンプト設計/Coder3_Claude_API仕様.md,support-active,LLM/プロンプト/ペルソナ,12453,補助的な現行資料。対応機能を触る時だけ戻す,LLM/provider/prompt資産の具体設定を更新するとき
05_LLM運用プロンプト設計/LLM_Ollama常駐管理.md,support-active,LLM/プロンプト/ペルソナ,3178,補助的な現行資料。対応機能を触る時だけ戻す,LLM/provider/prompt資産の具体設定を更新するとき
05_LLM運用プロンプト設計/LLM_Worker_Spec_v1_0.md,support-active,LLM/プロンプト/ペルソナ,2113,補助的な現行資料。対応機能を触る時だけ戻す,LLM/provider/prompt資産の具体設定を更新するとき
05_LLM運用プロンプト設計/LLM_deepseek運用仕様.md,support-active,LLM/プロンプト/ペルソナ,8123,補助的な現行資料。対応機能を触る時だけ戻す,LLM/provider/prompt資産の具体設定を更新するとき
05_LLM運用プロンプト設計/LLM_ollama世代管理.md,support-active,LLM/プロンプト/ペルソナ,3822,補助的な現行資料。対応機能を触る時だけ戻す,LLM/provider/prompt資産の具体設定を更新するとき
05_LLM運用プロンプト設計/LLM_分類整理.md,support-active,LLM/プロンプト/ペルソナ,3584,補助的な現行資料。対応機能を触る時だけ戻す,LLM/provider/prompt資産の具体設定を更新するとき
05_LLM運用プロンプト設計/LLM_追加仕様.md,support-active,LLM/プロンプト/ペルソナ,2972,補助的な現行資料。対応機能を触る時だけ戻す,LLM/provider/prompt資産の具体設定を更新するとき
05_LLM運用プロンプト設計/LLM_追加実装仕様.md,support-active,LLM/プロンプト/ペルソナ,5550,補助的な現行資料。対応機能を触る時だけ戻す,LLM/provider/prompt資産の具体設定を更新するとき
05_LLM運用プロンプト設計/Mio_SYSTEM_prompt_v1.txt,support-active,LLM/プロンプト/ペルソナ,1072,補助的な現行資料。対応機能を触る時だけ戻す,LLM/provider/prompt資産の具体設定を更新するとき
05_LLM運用プロンプト設計/Mio_キャラクター設定_v1.md,support-active,LLM/プロンプト/ペルソナ,2882,補助的な現行資料。対応機能を触る時だけ戻す,LLM/provider/prompt資産の具体設定を更新するとき
05_LLM運用プロンプト設計/コンテキスト収集_プロンプト構築アーキテクチャ.md,support-active,LLM/プロンプト/ペルソナ,15510,補助的な現行資料。対応機能を触る時だけ戻す,LLM/provider/prompt資産の具体設定を更新するとき
06_実装ガイド進行管理/20260219_174342_現在進捗レポート.md,runbook-log,運用/実装メモ,1184,日付付き作業ログ/個別runbook。必要時のみ戻す,日付付き作業ログや個別runbookを検証するとき
06_実装ガイド進行管理/20260219_224918_運用自動監視再起動仕様.md,runbook-log,運用/実装メモ,7388,日付付き作業ログ/個別runbook。必要時のみ戻す,日付付き作業ログや個別runbookを検証するとき
06_実装ガイド進行管理/20260220_Mio人格復旧_runbook.md,runbook-log,運用/実装メモ,2833,日付付き作業ログ/個別runbook。必要時のみ戻す,日付付き作業ログや個別runbookを検証するとき
06_実装ガイド進行管理/20260220_常駐監視運用手順.md,runbook-log,運用/実装メモ,5448,日付付き作業ログ/個別runbook。必要時のみ戻す,日付付き作業ログや個別runbookを検証するとき
06_実装ガイド進行管理/20260220_監視実装検証レポート.md,runbook-log,運用/実装メモ,3399,日付付き作業ログ/個別runbook。必要時のみ戻す,日付付き作業ログや個別runbookを検証するとき
06_実装ガイド進行管理/20260224_Coder3承認フロー実装プラン.md,runbook-log,運用/実装メモ,22462,日付付き作業ログ/個別runbook。必要時のみ戻す,日付付き作業ログや個別runbookを検証するとき
06_実装ガイド進行管理/20260224_Coder3統合仕様反映.md,runbook-log,運用/実装メモ,10455,日付付き作業ログ/個別runbook。必要時のみ戻す,日付付き作業ログや個別runbookを検証するとき
06_実装ガイド進行管理/20260224_ヘルスチェック強化とテスト追加.md,runbook-log,運用/実装メモ,8898,日付付き作業ログ/個別runbook。必要時のみ戻す,日付付き作業ログや個別runbookを検証するとき
06_実装ガイド進行管理/20260225_MCP_Chrome統合手順.md,runbook-log,運用/実装メモ,24533,日付付き作業ログ/個別runbook。必要時のみ戻す,日付付き作業ログや個別runbookを検証するとき
06_実装ガイド進行管理/20260228_Worker即時実行ロジック設計.md,runbook-log,運用/実装メモ,24651,日付付き作業ログ/個別runbook。必要時のみ戻す,日付付き作業ログや個別runbookを検証するとき
06_実装ガイド進行管理/20260228_承認フロー削除箇所リスト.md,runbook-log,運用/実装メモ,9278,日付付き作業ログ/個別runbook。必要時のみ戻す,日付付き作業ログや個別runbookを検証するとき
06_実装ガイド進行管理/20260228_承認フロー廃止プラン.md,runbook-log,運用/実装メモ,17084,日付付き作業ログ/個別runbook。必要時のみ戻す,日付付き作業ログや個別runbookを検証するとき
06_実装ガイド進行管理/chat-v1_移行手順.md,runbook-log,運用/実装メモ,1348,日付付き作業ログ/個別runbook。必要時のみ戻す,日付付き作業ログや個別runbookを検証するとき
06_実装ガイド進行管理/win11_manual_setup.md,runbook-log,運用/実装メモ,6891,日付付き作業ログ/個別runbook。必要時のみ戻す,日付付き作業ログや個別runbookを検証するとき
06_実装ガイド進行管理/win11_setup_script.ps1,runbook-log,運用/実装メモ,6496,日付付き作業ログ/個別runbook。必要時のみ戻す,日付付き作業ログや個別runbookを検証するとき
06_実装ガイド進行管理/win11_test_mcp.ps1,runbook-log,運用/実装メモ,4043,日付付き作業ログ/個別runbook。必要時のみ戻す,日付付き作業ログや個別runbookを検証するとき
06_実装ガイド進行管理/実装ステップ_プロンプト前倒しガイド.md,runbook-log,運用/実装メモ,2784,日付付き作業ログ/個別runbook。必要時のみ戻す,日付付き作業ログや個別runbookを検証するとき
07_調査/20260228_140724_ProcessHeartbeat設計問題.md,reference,調査,17937,参照資料。通常の理解・構築判断では入口にしない,ProcessHeartbeat等の個別調査を再検討するとき
08_AIからの提案/RenCrow_Worker_Coder_Escalation_Spec.md,reference,AI提案/参考,3022,参照資料。通常の理解・構築判断では入口にしない,未採用/保留のAI提案を再評価するとき
08_AIからの提案/Twitter事例.md,reference,AI提案/参考,22084,参照資料。通常の理解・構築判断では入口にしない,未採用/保留のAI提案を再評価するとき
08_AIからの提案/agents.md,reference,AI提案/参考,2795,参照資料。通常の理解・構築判断では入口にしない,未採用/保留のAI提案を再評価するとき
08_AIからの提案/implementation_gap_analysis.md,reference,AI提案/参考,12895,参照資料。通常の理解・構築判断では入口にしない,未採用/保留のAI提案を再評価するとき
08_AIからの提案/multi_agent_specification_日本語版.md,reference,AI提案/参考,3328,参照資料。通常の理解・構築判断では入口にしない,未採用/保留のAI提案を再評価するとき
08_AIからの提案/openclaw_thread_summary_2026-02-22.md,reference,AI提案/参考,6998,参照資料。通常の理解・構築判断では入口にしない,未採用/保留のAI提案を再評価するとき
08_AIからの提案/rencrow-spec.md,reference,AI提案/参考,5353,参照資料。通常の理解・構築判断では入口にしない,未採用/保留のAI提案を再評価するとき
08_AIからの提案/routing-policy.md,reference,AI提案/参考,2540,参照資料。通常の理解・構築判断では入口にしない,未採用/保留のAI提案を再評価するとき
08_AIからの提案/スレッドまとめ.md,reference,AI提案/参考,3648,参照資料。通常の理解・構築判断では入口にしない,未採用/保留のAI提案を再評価するとき
09_IdleChat仕様/06_IdleChat仕様.md,active-detail,機能詳細/IdleChat,6989,詳細仕様。正本入口で足りない実装時のみ戻す,IdleChatの該当カテゴリ/停止/ID/品質制御を実装・修正するとき
09_IdleChat仕様/IdleChat_Movie_DB_Context_Memo仕様.md,active-detail,機能詳細/IdleChat,5415,詳細仕様。正本入口で足りない実装時のみ戻す,IdleChatの該当カテゴリ/停止/ID/品質制御を実装・修正するとき
09_IdleChat仕様/IdleChat_Story_Simple_Completed_Stock仕様.md,active-detail,機能詳細/IdleChat,3452,詳細仕様。正本入口で足りない実装時のみ戻す,IdleChatの該当カテゴリ/停止/ID/品質制御を実装・修正するとき
09_IdleChat仕様/IdleChat_Topic_Cache仕様.md,active-detail,機能詳細/IdleChat,6275,詳細仕様。正本入口で足りない実装時のみ戻す,IdleChatの該当カテゴリ/停止/ID/品質制御を実装・修正するとき
09_IdleChat仕様/IdleChat_Topic_Context_Memo仕様.md,active-detail,機能詳細/IdleChat,12691,詳細仕様。正本入口で足りない実装時のみ戻す,IdleChatの該当カテゴリ/停止/ID/品質制御を実装・修正するとき
09_IdleChat仕様/IdleChat_Topic_Generator_Judge詳細仕様.md,active-detail,機能詳細/IdleChat,9222,詳細仕様。正本入口で足りない実装時のみ戻す,IdleChatの該当カテゴリ/停止/ID/品質制御を実装・修正するとき
09_IdleChat仕様/IdleChat仕様.md,active-detail,機能詳細/IdleChat,22040,詳細仕様。正本入口で足りない実装時のみ戻す,IdleChatの該当カテゴリ/停止/ID/品質制御を実装・修正するとき
09_IdleChat仕様/IdleChat仕様_再精査まとめ.md,active-detail,機能詳細/IdleChat,15591,詳細仕様。正本入口で足りない実装時のみ戻す,IdleChatの該当カテゴリ/停止/ID/品質制御を実装・修正するとき
09_IdleChat仕様/IdleChat前準備仕様.md,active-detail,機能詳細/IdleChat,9939,詳細仕様。正本入口で足りない実装時のみ戻す,IdleChatの該当カテゴリ/停止/ID/品質制御を実装・修正するとき
09_IdleChat仕様/IdleChat即時停止仕様.md,active-detail,機能詳細/IdleChat,13471,詳細仕様。正本入口で足りない実装時のみ戻す,IdleChatの該当カテゴリ/停止/ID/品質制御を実装・修正するとき
09_IdleChat仕様/idlechat_dialogue_interestingness_spec.md,active-detail,機能詳細/IdleChat,8124,詳細仕様。正本入口で足りない実装時のみ戻す,IdleChatの該当カテゴリ/停止/ID/品質制御を実装・修正するとき
09_IdleChat仕様/会話ID仕様.md,active-detail,機能詳細/IdleChat,14299,詳細仕様。正本入口で足りない実装時のみ戻す,IdleChatの該当カテゴリ/停止/ID/品質制御を実装・修正するとき
09_IdleChat仕様/実装仕様_story-simple_v1.md,active-detail,機能詳細/IdleChat,7009,詳細仕様。正本入口で足りない実装時のみ戻す,IdleChatの該当カテゴリ/停止/ID/品質制御を実装・修正するとき
09_IdleChat仕様/未来展望セッション仕様.md,active-detail,機能詳細/IdleChat,10226,詳細仕様。正本入口で足りない実装時のみ戻す,IdleChatの該当カテゴリ/停止/ID/品質制御を実装・修正するとき
Obsidian_サンプル.md,review,未分類,2812,レビュー/差分確認用。正本化されていないため除外,個別機能の詳細が必要になったとき
Obsidian_仕様.md,review,未分類,7476,レビュー/差分確認用。正本化されていないため除外,個別機能の詳細が必要になったとき
README.md,review,未分類,1581,レビュー/差分確認用。正本化されていないため除外,個別機能の詳細が必要になったとき
STT_TTS/AUDIO_Client仕様/STT/CLIENT_TDD仕様.md,support-active,STT/TTS,3581,補助的な現行資料。対応機能を触る時だけ戻す,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/chat_stt_request_20260426/00_受け渡しセット_案内.md,support-active,STT/TTS,1204,補助的な現行資料。対応機能を触る時だけ戻す,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/chat_stt_request_20260426/01_依頼文_Chat本体向け.md,support-active,STT/TTS,1053,補助的な現行資料。対応機能を触る時だけ戻す,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/chat_stt_request_20260426/02_STT_API.md,support-active,STT/TTS,1572,補助的な現行資料。対応機能を触る時だけ戻す,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/chat_stt_request_20260426/03_STT仕様.md,support-active,STT/TTS,1295,補助的な現行資料。対応機能を触る時だけ戻す,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/chat_stt_request_20260426/04_CHAT統合契約.md,support-active,STT/TTS,988,補助的な現行資料。対応機能を触る時だけ戻す,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/chat_stt_request_20260426/05_起動手順_README.md,support-active,STT/TTS,884,補助的な現行資料。対応機能を触る時だけ戻す,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/chat_stt_request_20260426/06_仕様_Chat向け.md,support-active,STT/TTS,1259,補助的な現行資料。対応機能を触る時だけ戻す,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/chat_stt_request_20260426/07_実装仕様_Chat向け.md,support-active,STT/TTS,1131,補助的な現行資料。対応機能を触る時だけ戻す,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/chat_stt_request_20260426/README.md,support-active,STT/TTS,1094,補助的な現行資料。対応機能を触る時だけ戻す,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/old/STT_API.md,archive,STT/TTS旧資料,4213,履歴/旧仕様/確認用。正本ではないため除外,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/old/STT_Client-Serverリクエスト実装仕様.md,archive,STT/TTS旧資料,7102,履歴/旧仕様/確認用。正本ではないため除外,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/old/STT_ノイズ抑制・誤り訂正仕様.md,archive,STT/TTS旧資料,572,履歴/旧仕様/確認用。正本ではないため除外,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/old/STT仕様.md,archive,STT/TTS旧資料,3693,履歴/旧仕様/確認用。正本ではないため除外,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/old/stt_client_log_capture_instructions.md,archive,STT/TTS旧資料,1112,履歴/旧仕様/確認用。正本ではないため除外,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/old/stt_client_logging_spec.md,archive,STT/TTS旧資料,2984,履歴/旧仕様/確認用。正本ではないため除外,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/old/stt_server_inquiry_with_proof_2026-04-13.md,archive,STT/TTS旧資料,2304,履歴/旧仕様/確認用。正本ではないため除外,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/old/stt_server_logging_request_2026-04-13.md,archive,STT/TTS旧資料,2896,履歴/旧仕様/確認用。正本ではないため除外,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/old/stt_server_logging_request_path_agnostic_2026-04-13.md,archive,STT/TTS旧資料,3142,履歴/旧仕様/確認用。正本ではないため除外,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/old/stt_server_logging_request_template.md,archive,STT/TTS旧資料,2918,履歴/旧仕様/確認用。正本ではないため除外,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/仕様.md,support-active,STT/TTS,3776,補助的な現行資料。対応機能を触る時だけ戻す,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
STT_TTS/AUDIO_Client仕様/STT/実装仕様.md,support-active,STT/TTS,5411,補助的な現行資料。対応機能を触る時だけ戻す,音声入力/STT/TTSの詳細契約を実装・修正するとき。ただし old/ は原則戻さない
codebase-map/manifest.json,reference,コードベース調査,4818,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/modules/agent.md,reference,コードベース調査,39567,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/modules/approval.md,reference,コードベース調査,24134,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/modules/bus_state_heartbeat.md,reference,コードベース調査,4394,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/modules/channels.md,reference,コードベース調査,3374,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/modules/core.md,reference,コードベース調査,31314,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/modules/infra.md,reference,コードベース調査,17762,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/modules/llm_provider.md,reference,コードベース調査,18455,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/modules/mcp.md,reference,コードベース調査,17958,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/modules/modules_chat.md,reference,コードベース調査,3140,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/modules/modules_order.md,reference,コードベース調査,4521,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/modules/modules_worker.md,reference,コードベース調査,4641,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/modules/providers.md,reference,コードベース調査,4757,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/modules/session.md,reference,コードベース調査,14561,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/refs_mapping.md,reference,コードベース調査,8526,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/アーキテクチャ総合.md,reference,コードベース調査,31369,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/トレーサビリティマトリクス.md,reference,コードベース調査,16831,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/ユースケース逆引き.md,reference,コードベース調査,19340,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/影響波及図とリスクマトリクス.md,reference,コードベース調査,5232,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/潜在バグ一覧.md,reference,コードベース調査,27550,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
codebase-map/結合ポイントマップ.md,reference,コードベース調査,18424,参照資料。通常の理解・構築判断では入口にしない,コード影響範囲・潜在バグ・モジュール詳細を確認するとき
viewer_camera_input.md,review,未分類,1854,レビュー/差分確認用。正本化されていないため除外,個別機能の詳細が必要になったとき
